Library	Species	Species_strain	Species_scientific_name	Organ_detail	Organ_group	Developmental_stage	Stage_detail	Timepoint	Group	Sex	Filename	Used_library	Sequencing_runs	Total_number_reads	Total_number_aligned_reads	Percent_aligned_reads	Extraction_protocol	RQN	RIN	HDBR_ID
5698	Human	Human	Homo_sapiens	Kidney	Kidney	16wpc	16 weeks	9	Human.Kidney.9	Male	5698sTS.Human.Kidney.16w.Male.sorted.bam	Yes	WINDU 69 lane 5	26734150	26586369	99%	QIAgen RNeasy DTT	5.1		12270.0
5662	Human	Human	Homo_sapiens	Kidney	Kidney	18wpc	18 weeks	10	Human.Kidney.10	Female	5662sTS.Human.Kidney.18w.Female.sorted.bam	Yes	WINDU 67 lane 3	42236444	41924776	99%	QIAgen RNeasy DTT	8.5		12441.0
5957	Human	Human	Homo_sapiens	Kidney	Kidney	18wpc	18 weeks	10	Human.Kidney.10	Female	5957sTS.Human.Kidney.18w.Female.sorted.bam	Yes	OBIWAN 203 lane 8	24352086	23423982	96%	QIAgen RNeasy DTT			12663.0
5779	Human	Human	Homo_sapiens	Kidney	Kidney	19wpc	19 weeks	10	Human.Kidney.10	Male	5779sTS.Human.Kidney.19w.Male.sorted.bam	Yes	OBIWAN 179 lane 6	52347960	51593058	99%	QIAgen RNeasy DTT	7.1		12520.0
5771	Human	Human	Homo_sapiens	Kidney	Kidney	20wpc	20 weeks	11	Human.Kidney.11	Female	5771sTS.Human.Kidney.20w.Female.sorted.bam	Yes	WINDU 71 lane 1	34906521	34630512	99%	QIAgen RNeasy DTT	7.8		12034.0
5775	Human	Human	Homo_sapiens	Kidney	Kidney	20wpc	20 weeks	11	Human.Kidney.11	Male	5775sTS.Human.Kidney.20w.Male.sorted.bam	Yes	OBIWAN 179 lane 6	32450165	32024046	99%	QIAgen RNeasy DTT	7.0		12457.0
5911	Human	Human	Homo_sapiens	Kidney	Kidney	4wpc	4 weeks	1	Human.Kidney.1	Male	5911sTS.Human.KidneyTestis.4w.Male.sorted.bam	Yes	OBIWAN 206 lane 7	15786369	15581429	99%	QIAgen RNeasy DTT			12664.0
5649	Human	Human	Homo_sapiens	Kidney	Kidney	5wpc	5 weeks	2	Human.Kidney.2	Male	5649sTS.Human.Kidney.5w.Male.sorted.bam	Yes	OBIWAN 171 lane 5	41607270	40810244	98%	QIAgen RNeasy DTT	8.7		12301.0
5717	Human	Human	Homo_sapiens	Kidney	Kidney	5wpc	5 weeks	2	Human.Kidney.2	Female	5717sTS.Human.Kidney.5w.Female.sorted.bam	Yes	OBIWAN 179 lane 8	29505725	29275839	99%	QIAgen RNeasy DTT	9.3		12561.0
5643	Human	Human	Homo_sapiens	Kidney	Kidney	6wpc	6 weeks	3	Human.Kidney.3	Female	5643sTS.Human.Kidney.6w.Female.sorted.bam	Yes	WINDU 67 lane 5	30536610	30122556	99%	QIAgen RNeasy DTT	7.9		12331.0
5650	Human	Human	Homo_sapiens	Kidney	Kidney	6wpc	6 weeks	3	Human.Kidney.3	Male	5650sTS.Human.Kidney.6w.Male.sorted.bam	Yes	OBIWAN 171 lane 5	38499086	37520074	97%	QIAgen RNeasy DTT	8.8		12341.0
5644	Human	Human	Homo_sapiens	Kidney	Kidney	7wpc	7 weeks	4	Human.Kidney.4	Female	5644sTS.Human.Kidney.7w.Female.sorted.bam	Yes	WINDU 67 lane 5	35859370	34926838	97%	QIAgen RNeasy DTT	8.5		12272.0
5675	Human	Human	Homo_sapiens	Kidney	Kidney	7wpc	7 weeks	4	Human.Kidney.4	Male	5675sTS.Human.Kidney.7w.Male.sorted.bam	Yes	OBIWAN 171 lane 7	35318764	34989720	99%	QIAgen RNeasy DTT	8.6		12266.0
5645	Human	Human	Homo_sapiens	Kidney	Kidney	8wpc	CS22	5	Human.Kidney.5	Female	5645sTS.Human.Kidney.CS22.Female.sorted.bam	Yes	WINDU 67 lane 5	31267157	31088011	99%	QIAgen RNeasy DTT	9.1		12365.0
5676	Human	Human	Homo_sapiens	Kidney	Kidney	8wpc	CS23	5	Human.Kidney.5	Male	5676sTS.Human.Kidney.CS23.Male.sorted.bam	Yes	OBIWAN 171 lane 7	27103367	26868612	99%	QIAgen RNeasy DTT	8.7		12353.0
5925	Human	Human	Homo_sapiens	Kidney	Kidney	9wpc	9 weeks	6	Human.Kidney.6	Male	5925sTS.Human.Kidney.9w.Male.sorted.bam	Yes	OBIWAN 198 lane 2	20449612	20343561	99%	QIAgen RNeasy DTT	9.4		12733.0
5819	Human	Human	Homo_sapiens	Kidney	Kidney	infant	226 days post birth	12	Human.Kidney.12	Female	5819sTS.Human.Kidney.226dpb.Female.sorted.bam	Yes	OBIWAN 203 lane 4	24967448	24773752	99%	QIAgen RNeasy DTT			
6103	Human	Human	Homo_sapiens	Kidney	Kidney	infant	6 months post birth	12	Human.Kidney.12	Female	6103sTS.Human.Kidney.6mpb.Female.sorted.bam	Yes	OBIWAN 203 lane 7	25752739	24204572	94%	QIAgen RNeasy DTT			
6105	Human	Human	Homo_sapiens	Kidney	Kidney	infant	6 months post birth	12	Human.Kidney.12	Male	6105sTS.Human.Kidney.6mpb.Male.sorted.bam	Yes	OBIWAN 203 lane 7	36745628	34583582	94%	QIAgen RNeasy DTT	8.1		
5834	Human	Human	Homo_sapiens	Kidney	Kidney	newborn	34 days post birth	12	Human.Kidney.12	Male	5834sTS.Human.Kidney.34dpb.Male.sorted.bam	Yes	OBIWAN 200 lane 6	33080471	32390517	98%	QIAgen RNeasy DTT			
5844	Human	Human	Homo_sapiens	Kidney	Kidney	newborn	0 days post birth	12	Human.Kidney.12	Female	5844sTS.Human.Kidney.0dpb.Female.sorted.bam	Yes	OBIWAN 203 lane 5	29328200	28611989	98%	QIAgen RNeasy DTT	6.0		
6098	Human	Human	Homo_sapiens	Kidney	Kidney	newborn	18 days post birth	12	Human.Kidney.12	Female	6098sTS.Human.Kidney.18dpb.Female.sorted.bam	Yes	OBIWAN 203 lane 6	37801770	36725734	97%	QIAgen RNeasy DTT	6.3		
6099	Human	Human	Homo_sapiens	Kidney	Kidney	school	8 years post birth	13	Human.Kidney.13	Female	6099sTS.Human.Kidney.8ypb.Female.sorted.bam	Yes	OBIWAN 203 lane 6	35458622	33986238	96%	QIAgen RNeasy DTT			
5821	Human	Human	Homo_sapiens	Kidney	Kidney	toddler	2 years post birth	12	Human.Kidney.12	Male	5821sTS.Human.Kidney.2ypb.Male.sorted.bam	Yes	OBIWAN 203 lane 3	28825046	28455589	99%	QIAgen RNeasy DTT	7.6		
6101	Human	Human	Homo_sapiens	Kidney	Kidney	toddler	4 years post birth	12	Human.Kidney.12	Female	6101sTS.Human.Kidney.4ypb.Female.sorted.bam	Yes	OBIWAN 203 lane 6	33006666	31361879	95%	QIAgen RNeasy DTT	5.2		
2025	Human	Human	Homo_sapiens	Liver	Liver	10wpc	10 weeks	6	Human.Liver.6	Male	2025sTSb.Human.Liver.10w.Male.sorted.bam	Yes	OBIWAN 133 lane 7	36710861	36366197	99%	QIAgen RNeasy QIAzol	7.4		11727.0
2094	Human	Human	Homo_sapiens	Liver	Liver	10wpc	10 weeks	6	Human.Liver.6	Female	2094sTS.Human.Liver.10w.Female.sorted.bam	Yes	VADER 145 lane 4	25202024	24929741	99%	QIAgen RNeasy QIAzol	7.1		11791.0
3654	Human	Human	Homo_sapiens	Liver	Liver	10wpc	10 weeks	6	Human.Liver.6	Male	3654sTS.Human.Liver.10w.Male.sorted.bam	Yes	WINDU 47 lane 3	30238306	29860490	99%	QIAgen RNeasy DTT	6.9		11950.0
5678	Human	Human	Homo_sapiens	Liver	Liver	10wpc	10 weeks	6	Human.Liver.6	Female	5678sTS.Human.Liver.10w.Female.sorted.bam	Yes	OBIWAN 171 lane 7	24890873	24727795	99%	QIAgen RNeasy DTT	8.7		12149.0
2046	Human	Human	Homo_sapiens	Liver	Liver	11wpc	11 weeks	6	Human.Liver.6	Male	2046sTSb.Human.Liver.11w.Male.sorted.bam	Yes	OBIWAN 133 lane 8	33018161	32800065	99%	QIAgen RNeasy QIAzol	7.6		11755.0
2112	Human	Human	Homo_sapiens	Liver	Liver	11wpc	11 weeks	6	Human.Liver.6	Male	2112sTS.Human.Liver.11w.Male.sorted.bam	Yes	VADER 145 lane 5	14980305	14524122	97%	QIAgen RNeasy QIAzol	7.7		11798.0
3779	Human	Human	Homo_sapiens	Liver	Liver	11wpc	11 weeks	6	Human.Liver.6	Female	3779sTS.Human.Liver.11w.Female.sorted.bam	Yes	WINDU 65 lane 6	48403809	47660671	98%	QIAgen RNeasy DTT			11930.0
3776	Human	Human	Homo_sapiens	Liver	Liver	12wpc	12 weeks	7	Human.Liver.7	Male	3776sTS.Human.Liver.12w.Male.sorted.bam	Yes	WINDU 47 lane 5	39124016	38558267	99%	QIAgen RNeasy DTT	5.5		12004.0
5954	Human	Human	Homo_sapiens	Liver	Liver	13wpc	13 weeks	8	Human.Liver.8	Female	5954sTS.Human.Liver.13w.Female.sorted.bam	Yes	OBIWAN 198 lane 5	23952797	23820978	99%	QIAgen RNeasy DTT	8.4		12760.0
5654	Human	Human	Homo_sapiens	Liver	Liver	16wpc	16 weeks	9	Human.Liver.9	Female	5654sTS.Human.Liver.16w.Female.sorted.bam	Yes	OBIWAN 171 lane 6	34509932	34301055	99%	QIAgen RNeasy DTT	8.8		12411.0
5656	Human	Human	Homo_sapiens	Liver	Liver	16wpc	16 weeks	9	Human.Liver.9	Male	5656sTS.Human.Liver.16w.Male.sorted.bam	Yes	OBIWAN 171 lane 6	22812603	22724028	100%	QIAgen RNeasy DTT	9.2		12270.0
5641	Human	Human	Homo_sapiens	Liver	Liver	18wpc	18 weeks	10	Human.Liver.10	Female	5641sTS.Human.Liver.18w.Female.sorted.bam	Yes	WINDU 67 lane 5	20264467	20102803	99%	QIAgen RNeasy DTT	7.6		12441.0
5657	Human	Human	Homo_sapiens	Liver	Liver	18wpc	18 weeks	10	Human.Liver.10	Male	5657sTS.Human.Liver.18w.Male.sorted.bam	Yes	OBIWAN 171 lane 6	23082616	22980820	100%	QIAgen RNeasy DTT	8.9		12243.0
5948	Human	Human	Homo_sapiens	Liver	Liver	18wpc	18 weeks	10	Human.Liver.10	Female	5948sTS.Human.Liver.18w.Female.sorted.bam	Yes	OBIWAN 203 lane 4	25981840	25724849	99%	QIAgen RNeasy DTT	5.6		12663.0
5769	Human	Human	Homo_sapiens	Liver	Liver	19wpc	19 weeks	10	Human.Liver.10	Male	5769sTS.Human.Liver.19w.Male.sorted.bam	Yes	WINDU 71 lane 1	49461699	49068960	99%	QIAgen RNeasy DTT	7.5		11875.0
5781	Human	Human	Homo_sapiens	Liver	Liver	19wpc	19 weeks	10	Human.Liver.10	Female	5781sTS.Human.Liver.19w.Female.sorted.bam	Yes	OBIWAN 179 lane 6	31751064	31389003	99%	QIAgen RNeasy DTT	6.3		12521.0
5772	Human	Human	Homo_sapiens	Liver	Liver	20wpc	20 weeks	11	Human.Liver.11	Female	5772sTS.Human.Liver.20w.Female.sorted.bam	Yes	WINDU 71 lane 1	25826260	25639058	99%	QIAgen RNeasy DTT	7.1		12034.0
5773	Human	Human	Homo_sapiens	Liver	Liver	20wpc	20 weeks	11	Human.Liver.11	Male	5773sTS.Human.Liver.20w.Male.sorted.bam	Yes	WINDU 71 lane 1	53558560	53090114	99%	QIAgen RNeasy DTT	8.0		12036.0
3589	Human	Human	Homo_sapiens	Liver	Liver	4wpc	CS13	1	Human.Liver.1	Male	3589sTS.Human.Liver.CS13.Male.sorted.bam	Yes	WINDU 46 lane 1	51292623	50158524	98%	QIAgen RNeasy DTT	9.2		11993.0
5626	Human	Human	Homo_sapiens	Liver	Liver	4wpc	4 weeks	1	Human.Liver.1	Male	5626sTS.Human.Liver.4w.Male.sorted.bam	Yes	OBIWAN 171 lane 3	24707657	24207953	98%	QIAgen RNeasy DTT	9.6		12179.0
5910	Human	Human	Homo_sapiens	Liver	Liver	4wpc	4 weeks	1	Human.Liver.1	Male	5910sTS.Human.Liver.4w.Male.sorted.bam	Yes	OBIWAN 198 lane 5	21488144	21356840	99%	QIAgen RNeasy DTT	8.6		12664.0
5913	Human	Human	Homo_sapiens	Liver	Liver	4wpc	4 weeks	1	Human.Liver.1	Female	5913sTS.Human.Liver.4w.Female.sorted.bam	Yes	OBIWAN 203 lane 7	14425811	14306733	99%	QIAgen RNeasy DTT	5.6		12878.0
5629	Human	Human	Homo_sapiens	Liver	Liver	5wpc	5 weeks	2	Human.Liver.2	Male	5629sTS.Human.Liver.5w.Male.sorted.bam	Yes	OBIWAN 171 lane 4	28068911	27807497	99%	QIAgen RNeasy DTT	9.0		12200.0
5640	Human	Human	Homo_sapiens	Liver	Liver	5wpc	5 weeks	2	Human.Liver.2	Female	5640sTS.Human.Liver.5w.Female.sorted.bam	Yes	WINDU 67 lane 5	27061676	26878531	99%	QIAgen RNeasy DTT	8.9		12117.0
2076	Human	Human	Homo_sapiens	Liver	Liver	6wpc	CS 18	3	Human.Liver.3	Male	2076sTS.Human.Liver.CS18.Male.sorted.bam	Yes	VADER 145 lane 2	41423741	40321060	97%	QIAgen RNeasy QIAzol	7.3		11771.0
3676	Human	Human	Homo_sapiens	Liver	Liver	6wpc	CS17	3	Human.Liver.3	Female	3676sTS.Human.Liver.CS17.Female.sorted.bam	Yes	WINDU 47 lane 4	36851802	36505730	99%	QIAgen RNeasy DTT	8.4		11929.0
2014	Human	Human	Homo_sapiens	Liver	Liver	7wpc	CS 21	4	Human.Liver.4	Male	2014sTS.Human.Liver.CS21.Male.sorted.bam	Yes	VADER 142 lane 8	27507384	27282646	99%	QIAgen RNeasy QIAzol	7.7		11731.0
3574	Human	Human	Homo_sapiens	Liver	Liver	7wpc	CS20	4	Human.Liver.4	Female	3574sTS.Human.Liver.CS20.Female.sorted.bam	Yes	OBIWAN 149 lane 8	30375129	30182981	99%	QIAgen RNeasy DTT	9.2		12080.0
3639	Human	Human	Homo_sapiens	Liver	Liver	7wpc	CS21	4	Human.Liver.4	Male	3639sTS.Human.Liver.CS21.Male.sorted.bam	Yes	WINDU 46 lane 1	40248040	39230905	97%	QIAgen RNeasy DTT	9.9		11965.0
3641	Human	Human	Homo_sapiens	Liver	Liver	7wpc	CS19	4	Human.Liver.4	Male	3641sTS.Human.Liver.CS19.Male.sorted.bam	Yes	WINDU 46 lane 1	37747755	36862406	98%	QIAgen RNeasy DTT	9.6		11724.0
2016	Human	Human	Homo_sapiens	Liver	Liver	8wpc	CS 22	5	Human.Liver.5	Male	2016sTSm.Human.Liver.CS22.Male.sorted.bam	Yes	VADER 194 lane 3 / VADER 144 lane 1	23785535	23625453	99%	QIAgen RNeasy QIAzol	7.8		11736.0
2017	Human	Human	Homo_sapiens	Liver	Liver	8wpc	CS 22	5	Human.Liver.5	Female	2017sTSm.Human.Liver.CS22.Female.sorted.bam	Yes	VADER 194 lane 3 / VADER 144 lane 1	27393388	27201077	99%	QIAgen RNeasy QIAzol	7.2		11739.0
2019	Human	Human	Homo_sapiens	Liver	Liver	8wpc	8 weeks	5	Human.Liver.5	Male	2019sTSm.Human.Liver.8w.Male.sorted.bam	Yes	VADER 144 lane 1 / OBIWAN 100 lane 4	53607544	53076018	99%	QIAgen RNeasy QIAzol	5.8		11740.0
2085	Human	Human	Homo_sapiens	Liver	Liver	8wpc	CS 23	5	Human.Liver.5	Female	2085sTSm.Human.Liver.CS23.Female.sorted.bam	Yes	VADER 194 lane 3 / VADER 145 lane 3	24215541	23928058	99%	QIAgen RNeasy QIAzol	7.0		11786.0
2022	Human	Human	Homo_sapiens	Liver	Liver	9wpc	9 weeks	6	Human.Liver.6	Male	2022sTSb.Human.Liver.9w.Male.sorted.bam	Yes	OBIWAN 133 lane 8	37821551	37563615	99%	QIAgen RNeasy QIAzol	7.1		11745.0
2053	Human	Human	Homo_sapiens	Liver	Liver	9wpc	9 weeks	6	Human.Liver.6	Female	2053sTS.Human.Liver.9w.Female.sorted.bam	Yes	VADER 144 lane 5	21111547	20968315	99%	QIAgen RNeasy QIAzol	7.6		11758.0
2072	Human	Human	Homo_sapiens	Liver	Liver	9wpc	9 weeks	6	Human.Liver.6	Male	2072sTSm.Human.Liver.9w.Male.sorted.bam	Yes	VADER 145 lane 2 / OBIWAN 100 lane 2	39674903	39098058	99%	QIAgen RNeasy QIAzol	7.5		11768.0
5528	Human	Human	Homo_sapiens	Liver	Liver	infant	221 days post birth	12	Human.Liver.12	Male	5528sTS.Human.Liver.221dpb.Male.sorted.bam	Yes	WINDU 52 lane 5	27489568	27269627	99%	QIAgen RNeasy QIAzol			
5544	Human	Human	Homo_sapiens	Liver	Liver	newborn	15 days post birth	12	Human.Liver.12	Female	5544sTS.Human.Liver.15dpb.Female.sorted.bam	Yes	OBIWAN 157 lane 4 WINDU 52 lane 6 OBIWAN 202 lanes 5 and 6	61515415	61078966	99%	QIAgen RNeasy QIAzol			
5548	Human	Human	Homo_sapiens	Liver	Liver	newborn	15 days post birth	12	Human.Liver.12	Male	5548sTS.Human.Liver.15dpb.Male.sorted.bam	Yes	OBIWAN 157 lane 4 WINDU 52 lane 6 OBIWAN 202 lanes 5 and 6	23596165	23438580	99%	QIAgen RNeasy QIAzol			
6106	Human	Human	Homo_sapiens	Liver	Liver	olderMidAge	55 years post birth	14	Human.Liver.14	Male	6106sTS.Human.Liver.55ypb.Male.sorted.bam	Yes	OBIWAN 203 lane 7	36843814	36106221	98%	QIAgen RNeasy DTT	8.1		
5513	Human	Human	Homo_sapiens	Liver	Liver	school	7 years post birth	13	Human.Liver.13	Male	5513sTS.Human.Liver.7ypb.Male.sorted.bam	Yes	WINDU 52 lane 3	24644517	24466180	99%	QIAgen RNeasy QIAzol			
5512	Human	Human	Homo_sapiens	Liver	Liver	senior	58 years post birth	15	Human.Liver.15	Male	5512sTS.Human.Liver.58ypb.Male.sorted.bam	Yes	WINDU 52 lane 3	28444601	28240751	99%	QIAgen RNeasy QIAzol			
5571	Human	Human	Homo_sapiens	Liver	Liver	senior	58 years post birth	15	Human.Liver.15	Male	5571sTS.Human.Liver.58ypb.Male.sorted.bam	Yes	WINDU 52 lane 8	25529516	25292965	99%	QIAgen RNeasy QIAzol			
5575	Human	Human	Homo_sapiens	Liver	Liver	teenager	17 years post birth	13	Human.Liver.13	Male	5575sTS.Human.Liver.17ypb.Male.sorted.bam	Yes	OBIWAN 180	35257951	34642792	98%	QIAgen RNeasy QIAzol			
5556	Human	Human	Homo_sapiens	Liver	Liver	toddler	2 years post birth	12	Human.Liver.12	Female	5556sTS.Human.Liver.2ypb.Female.sorted.bam	Yes	WINDU 52 lane 7	25045771	24779735	99%	QIAgen RNeasy QIAzol			
5536	Human	Human	Homo_sapiens	Liver	Liver	youngAdult	29 years post birth	13	Human.Liver.13	Male	5536sTS.Human.Liver.29ypb.Male.sorted.bam	Yes	OBIWAN 157 lane 4 WINDU 52 lane 6 OBIWAN 202 lanes 5 and 6	30896448	30668407	99%	QIAgen RNeasy QIAzol			
5551	Human	Human	Homo_sapiens	Liver	Liver	youngMidAge	39 years post birth	14	Human.Liver.14	Male	5551sTS.Human.Liver.39ypb.Male.sorted.bam	Yes	WINDU 52 lane 7	27123189	26836930	99%	QIAgen RNeasy QIAzol			
5563	Human	Human	Homo_sapiens	Liver	Liver	youngMidAge	39 years post birth	14	Human.Liver.14	Male	5563sTS.Human.Liver.39ypb.Male.sorted.bam	Yes	OBIWAN 157 lane 7	33044165	32863201	99%	QIAgen RNeasy QIAzol			
2095	Human	Human	Homo_sapiens	Ovary	Ovary	10wpc	10 weeks	6	Human.Ovary.6	Female	2095sTS.Human.Ovary.10w.Female.sorted.bam	Yes	VADER 145 lane 4	26584280	26311009	99%	QIAgen RNeasy QIAzol	7.2		11791.0
5677	Human	Human	Homo_sapiens	Ovary	Ovary	10wpc	10 weeks	6	Human.Ovary.6	Female	5677sTS.Human.Ovary.10w.Female.sorted.bam	Yes	OBIWAN 179 lane 8	65837430	65317093	99%	QIAgen RNeasy DTT	7.6		12149.0
3644	Human	Human	Homo_sapiens	Ovary	Ovary	11wpc	11 weeks	6	Human.Ovary.6	Female	3644sTS.Human.Ovary.11w.Female.sorted.bam	Yes	WINDU 47 lane 3	36468175	35972533	99%	QIAgen RNeasy DTT	9.7		11930.0
3774	Human	Human	Homo_sapiens	Ovary	Ovary	12wpc	12 weeks	7	Human.Ovary.7	Female	3774sTS.Human.Ovary.12w.Female.sorted.bam	Yes	WINDU 47 lane 5	38720201	38016764	98%	QIAgen RNeasy DTT	8.3		1558.0
5936	Human	Human	Homo_sapiens	Ovary	Ovary	12wpc	12 weeks	7	Human.Ovary.7	Female	5936sTS.Human.Ovary.12w.Female.sorted.bam	Yes	OBIWAN 198 lane 3	29867689	29700160	99%	QIAgen RNeasy DTT	9.4		12725.0
5944	Human	Human	Homo_sapiens	Ovary	Ovary	13wpc	13 weeks	8	Human.Ovary.8	Female	5944sTS.Human.Ovary.13w.Female.sorted.bam	Yes	OBIWAN 198 lane 2	23427780	23303939	99%	QIAgen RNeasy DTT	10.0		12760.0
5673	Human	Human	Homo_sapiens	Ovary	Ovary	16wpc	16 weeks	9	Human.Ovary.9	Female	5673sTS.Human.Ovary.16w.Female.sorted.bam	Yes	OBIWAN 171 lane 7	75267134	74595445	99%	QIAgen RNeasy DTT	8.4		12410.0
5674	Human	Human	Homo_sapiens	Ovary	Ovary	18wpc	18 weeks	10	Human.Ovary.10	Female	5674sTS.Human.Ovary.18w.Female.sorted.bam	Yes	OBIWAN 171 lane 7	10965897	10760021	98%	QIAgen RNeasy DTT	9.1		12441.0
5949	Human	Human	Homo_sapiens	Ovary	Ovary	18wpc	18 weeks	10	Human.Ovary.10	Female	5949sTS.Human.Ovary.18w.Female.sorted.bam	Yes	OBIWAN 198 lane 6	16589444	16404703	99%	QIAgen RNeasy DTT	8.4		12663.0
5623	Human	Human	Homo_sapiens	Ovary	Ovary	4wpc	4 weeks	1	Human.Ovary.1	Female	5623sTS.Human.Ovary.4w.Female.sorted.bam	Yes	OBIWAN 171 lane 3	37263341	36632891	98%	QIAgen RNeasy DTT	9.9		12126.0
5914	Human	Human	Homo_sapiens	Ovary	Ovary	4wpc	4 weeks	1	Human.Ovary.1	Female	5914sTS.Human.Ovary.4w.Female.sorted.bam	Yes	OBIWAN 198 lane 3	25382339	25215352	99%	QIAgen RNeasy DTT	8.1		12878.0
5638	Human	Human	Homo_sapiens	Ovary	Ovary	5wpc	5 weeks	2	Human.Ovary.2	Female	5638sTS.Human.Ovary.5w.Female.sorted.bam	Yes	WINDU 67 lane 5	36942793	36498734	99%	QIAgen RNeasy DTT	8.0		12117.0
5639	Human	Human	Homo_sapiens	Ovary	Ovary	6wpc	6 weeks	3	Human.Ovary.3	Female	5639sTS.Human.Ovary.6w.Female.sorted.bam	Yes	WINDU 67 lane 5	31733551	31392207	99%	QIAgen RNeasy DTT	9.6		12331.0
3575	Human	Human	Homo_sapiens	Ovary	Ovary	7wpc	CS20	4	Human.Ovary.4	Female	3575sTS.Human.Ovary.CS20.Female.sorted.bam	Yes	OBIWAN 149 lane 8	29599721	29381060	99%	QIAgen RNeasy DTT	8.8		12080.0
5920	Human	Human	Homo_sapiens	Ovary	Ovary	7wpc	7 weeks	4	Human.Ovary.4	Female	5920sTS.Human.Ovary.7w.Female.sorted.bam	Yes	OBIWAN 206 lane 8	19928704	19718516	99%	QIAgen RNeasy DTT	7.4		12724.0
2018	Human	Human	Homo_sapiens	Ovary	Ovary	8wpc	CS 22	5	Human.Ovary.5	Female	2018sTSm.Human.Ovary.CS22.Female.sorted.bam	Yes	VADER 194 lane 3 / VADER 144 lane 1	27373025	27019009	99%	QIAgen RNeasy QIAzol	7.4		11739.0
2083	Human	Human	Homo_sapiens	Ovary	Ovary	8wpc	CS23	5	Human.Ovary.5	Female	2083sTSm.Human.Ovary.CS23.Female.sorted.bam	Yes	VADER 145 lane 3 / OBIWAN 100 lane 5	57561627	57104470	99%	QIAgen RNeasy QIAzol	7.8		11786.0
2052	Human	Human	Homo_sapiens	Ovary	Ovary	9wpc	9 weeks	6	Human.Ovary.6	Female	2052sTSm.Human.Ovary.9w.Female.sorted.bam	Yes	VADER 194 lane 3 / VADER 144 lane 5	25090420	24913027	99%	QIAgen RNeasy QIAzol	7.9		11758.0
1988	Human	Human	Homo_sapiens	Testis	Testis	10wpc	10 weeks	6	Human.Testis.6	Male	1988sTS.Human.Testis.10w.Male.sorted.bam	Yes	OBIWAN 137 lane 1	27666438	27330908	99%	QIAgen RNeasy QIAzol	6.5		11727.0
3655	Human	Human	Homo_sapiens	Testis	Testis	10wpc	10 weeks	6	Human.Testis.6	Male	3655sTS.Human.Testis.10w.Male.sorted.bam	Yes	WINDU 47 lane 3	46506769	45826494	99%	QIAgen RNeasy DTT	9.2		11950.0
2110	Human	Human	Homo_sapiens	Testis	Testis	11wpc	11 weeks	6	Human.Testis.6	Male	2110sTS.Human.Testis.11w.Male.sorted.bam	Yes	OBIWAN 137 lane 1	32172874	31889099	99%	QIAgen RNeasy QIAzol	8.0		11798.0
5934	Human	Human	Homo_sapiens	Testis	Testis	11wpc	11 weeks	6	Human.Testis.6	Male	5934sTS.Human.Testis.11w.Male.sorted.bam	Yes	OBIWAN 198 lane 4	30378587	30169910	99%	QIAgen RNeasy DTT	9.0		12718.0
3775	Human	Human	Homo_sapiens	Testis	Testis	12wpc	12 weeks	7	Human.Testis.7	Male	3775sTS.Human.Testis.12w.Male.sorted.bam	Yes	WINDU 47 lane 5	26953107	25891367	96%	QIAgen RNeasy DTT	6.7		1257.0
5935	Human	Human	Homo_sapiens	Testis	Testis	12wpc	12 weeks	7	Human.Testis.7	Male	5935sTS.Human.Testis.12w.Male.sorted.bam	Yes	OBIWAN 203 lane 3	16735201	16589902	99%	QIAgen RNeasy DTT	5.9		12732.0
5716	Human	Human	Homo_sapiens	Testis	Testis	13wpc	13 weeks	8	Human.Testis.8	Male	5716sTS.Human.Testis.13w.Male.sorted.bam	Yes	OBIWAN 179 lane 8	22000080	21807185	99%	QIAgen RNeasy DTT	6.2		12525.0
5937	Human	Human	Homo_sapiens	Testis	Testis	13wpc	13 weeks	8	Human.Testis.8	Male	5937sTS.Human.Testis.13w.Male.sorted.bam	Yes	OBIWAN 200 lane 8	39357749	38775299	99%	QIAgen RNeasy DTT	8.2		12869.0
5940	Human	Human	Homo_sapiens	Testis	Testis	13wpc	13 weeks	8	Human.Testis.8	Male	5940sTS.Human.Testis.13w.Male.sorted.bam	Yes	OBIWAN 198 lane 4	32219864	31998154	99%	QIAgen RNeasy DTT	9.4		12715.0
5652	Human	Human	Homo_sapiens	Testis	Testis	16wpc	16 weeks	9	Human.Testis.9	Male	5652sTS.Human.Testis.16w.Male.sorted.bam	Yes	OBIWAN 171 lane 5	19589699	19142753	98%	QIAgen RNeasy DTT	7.9		12508.0
5694	Human	Human	Homo_sapiens	Testis	Testis	16wpc	16 weeks	9	Human.Testis.9	Male	5694sTS.Human.Testis.16w.Male.sorted.bam	Yes	WINDU 67 lane 4	40943433	40290048	98%	QIAgen RNeasy DTT	8.5		12270.0
5653	Human	Human	Homo_sapiens	Testis	Testis	18wpc	18 weeks	10	Human.Testis.10	Male	5653sTS.Human.Testis.18w.Male.sorted.bam	Yes	OBIWAN 171 lane 5	27691291	26935778	97%	QIAgen RNeasy DTT	8.0		12243.0
5778	Human	Human	Homo_sapiens	Testis	Testis	19wpc	19 weeks	10	Human.Testis.10	Male	5778sTS.Human.Testis.19w.Male.sorted.bam	Yes	OBIWAN 179 lane 6	45058450	44511125	99%	QIAgen RNeasy DTT	8.2		12520.0
